type,timediff,n_items
closed,546,2
closed,549,4
closed,555,1
closed,570,1
closed,576,1
closed,581,3
closed,586,2
closed,607,1
closed,613,1
closed,636,1
open,-3123,1
open,-917,2
open,-764,2
open,-607,1
open,-541,1
open,-525,1
open,-518,1
open,-504,2
open,-451,1
open,-332,1
open,-330,1
open,-329,1
open,-308,1
open,-147,2
open,-144,1
open,-136,3
open,-131,2
open,-117,3
open,-110,1
open,-102,1
open,-101,2
open,-94,1
open,-91,1
open,-72,1
open,-65,5
open,-51,4
open,-48,2
open,-36,1
open,-28,3
open,-17,1
open,-14,3
open,-11,3
open,-6,6
open,2,153
open,4,100
open,5,73
open,10,58
open,13,33
open,15,38
open,20,32
open,21,40
open,26,43
open,29,48
open,34,34
open,42,16
open,44,16
open,45,27
open,47,25
open,49,28
open,52,23
open,58,20
open,60,18
open,63,28
open,66,30
open,68,28
open,71,16
open,81,13
open,82,13
open,84,15
open,90,19
open,108,17
open,116,13
open,118,20
open,121,24
open,126,20
open,132,10
open,140,16
open,142,18
open,161,19
open,163,21
open,164,12
open,171,18
open,180,17
open,182,18
open,188,16
open,198,14
open,201,21
open,208,16
open,209,21
open,216,17
open,217,16
open,219,16
open,232,11
open,233,16
open,240,29
open,246,20
open,253,13
open,256,19
open,259,12
open,262,11
open,264,16
open,272,20
open,275,10
open,280,16
open,298,10
open,307,14
open,309,16
open,314,9
open,317,8
open,320,19
open,322,12
open,328,19
open,330,9
open,331,10
open,336,22
open,349,16
open,352,15
open,360,21
open,373,11
open,376,15
open,381,7
open,383,18
open,396,11
open,402,8
open,404,11
open,410,2
open,413,11
open,418,6
open,429,5
open,434,13
open,447,8
open,449,6
open,466,12
open,471,8
open,474,7
open,484,8
open,492,7
open,494,1
open,495,4
open,500,5
open,503,4
open,518,4
open,524,4
open,526,7
open,529,3
open,535,5
open,550,1
open,558,1
open,571,1
open,574,2
open,579,4
open,593,2
open,595,4
open,601,1
open,622,1
open,633,4
open,635,1
open,638,1
closed,-1108,1
closed,-122,3
closed,-114,1
closed,-109,3
closed,-88,1
closed,-86,1
closed,-61,2
closed,-54,4
closed,-46,2
closed,-43,3
closed,-41,3
closed,-22,4
closed,-19,4
closed,-17,6
closed,-1,18
closed,5,40
closed,16,30
closed,23,26
closed,31,22
closed,37,13
closed,40,13
closed,42,21
closed,52,8
closed,55,18
closed,58,12
closed,60,6
closed,69,10
closed,76,8
closed,77,9
closed,82,13
closed,93,15
closed,95,15
closed,103,16
closed,105,12
closed,116,19
closed,121,10
closed,122,10
closed,129,15
closed,132,20
closed,137,13
closed,143,6
closed,145,10
closed,150,11
closed,156,6
closed,164,8
closed,166,15
closed,174,7
closed,175,14
closed,177,14
closed,183,19
closed,185,2
closed,188,9
closed,191,7
closed,193,9
closed,195,27
closed,203,6
closed,204,10
closed,206,9
closed,212,15
closed,219,7
closed,235,9
closed,238,20
closed,243,9
closed,251,15
closed,264,15
closed,272,4
closed,283,10
closed,286,15
closed,289,8
closed,294,19
closed,304,11
closed,307,6
closed,309,8
closed,312,1
closed,317,11
closed,318,8
closed,333,10
closed,346,6
closed,352,7
open,-1928,1
open,-1705,1
open,-1094,1
open,-810,1
open,-710,1
open,-628,1
open,-574,1
open,-505,3
open,-490,1
open,-384,1
open,-344,1
open,-264,1
open,-262,1
open,-259,1
open,-230,3
open,-228,1
open,-220,1
open,-190,1
open,-188,1
open,-177,1
open,-169,1
open,-121,2
open,-113,1
open,-100,1
open,-98,3
open,-90,2
open,-87,1
open,-76,4
open,-74,1
open,-60,16
open,-58,1
open,-53,1
open,-50,3
open,-42,1
open,-39,3
open,-34,1
open,-29,2
open,-24,4
open,-23,3
open,-18,5
open,-13,2
open,-7,6
open,0,365
open,1,245
open,8,62
open,11,43
open,16,30
open,17,32
open,22,38
open,27,31
open,30,27
open,32,28
open,33,31
open,35,26
open,40,27
open,41,18
open,54,14
open,59,16
open,64,21
open,69,17
open,70,19
open,80,12
open,88,15
open,91,25
open,94,13
open,98,18
open,99,21
open,101,26
open,104,32
open,120,23
open,123,18
open,125,22
open,128,28
open,131,18
open,136,10
open,138,12
open,149,14
open,157,11
open,160,34
open,162,23
open,165,24
open,168,21
open,176,14
open,183,21
open,191,18
open,196,20
open,199,15
open,202,29
open,205,32
open,236,10
open,237,19
open,242,13
open,247,11
open,250,20
open,252,22
open,263,12
open,276,11
open,279,17
open,281,17
open,284,19
open,287,18
open,305,23
open,311,9
open,319,14
open,324,14
open,326,20
open,327,7
open,337,13
open,342,17
open,347,11
open,355,13
open,364,15
open,366,12
open,377,11
open,379,7
open,382,14
open,392,9
open,398,9
open,403,10
open,411,11
open,416,13
open,432,7
open,435,7
open,438,5
open,443,9
open,445,9
open,451,7
open,453,3
open,464,6
open,467,9
open,472,7
open,475,10
open,477,7
open,480,9
open,483,10
open,504,8
open,506,4
open,509,2
open,512,5
open,525,4
open,528,9
open,533,7
open,544,3
open,552,7
open,560,7
open,562,7
open,567,1
open,583,4
open,597,1
open,605,2
open,610,3
open,618,3
open,628,1
closed,-584,1
closed,-458,1
closed,-288,1
closed,-253,2
closed,-172,1
closed,-134,1
closed,-126,1
closed,-119,5
closed,-118,7
closed,-102,1
closed,-81,2
closed,-71,1
closed,-55,1
closed,-52,2
closed,-37,3
closed,-36,2
closed,-34,4
closed,-18,9
closed,-4,5
closed,4,49
closed,11,43
closed,12,28
closed,14,20
closed,19,23
closed,20,18
closed,27,24
closed,33,14
closed,36,18
closed,41,9
closed,43,15
closed,56,8
closed,65,12
closed,86,6
closed,89,10
closed,94,8
closed,96,7
closed,104,11
closed,107,8
closed,118,12
closed,125,41
closed,131,8
closed,133,10
closed,139,11
closed,149,7
closed,154,14
closed,157,10
closed,162,9
closed,165,12
closed,170,15
closed,176,15
closed,179,9
closed,181,7
closed,189,10
closed,199,9
closed,200,13
closed,216,10
closed,218,20
closed,231,14
closed,240,17
closed,247,11
closed,282,10
closed,287,12
closed,292,4
closed,297,10
closed,305,6
closed,314,13
closed,324,8
closed,329,11
closed,338,7
closed,340,9
closed,351,1
closed,359,10
closed,364,6
closed,366,5
closed,354,6
closed,355,5
closed,363,10
closed,365,6
closed,368,15
closed,370,4
closed,378,11
closed,381,3
closed,386,11
closed,387,6
closed,416,4
closed,418,1
closed,426,6
closed,434,6
closed,437,8
closed,439,2
closed,444,4
closed,453,4
closed,460,4
closed,463,6
closed,468,1
closed,471,2
closed,484,5
closed,487,3
closed,490,4
closed,506,3
closed,511,1
closed,513,2
closed,519,5
closed,530,4
closed,540,8
closed,551,4
closed,556,3
closed,559,2
closed,567,3
closed,569,1
closed,601,1
closed,603,4
closed,628,2
closed,382,2
closed,385,1
closed,388,2
closed,395,7
closed,414,4
closed,420,6
closed,422,9
closed,427,5
closed,428,5
closed,438,4
closed,440,2
closed,441,10
closed,449,5
closed,454,1
closed,456,5
closed,462,1
closed,465,4
closed,472,5
closed,473,7
closed,478,4
closed,480,3
closed,481,14
closed,488,2
closed,491,4
closed,493,1
closed,494,12
closed,507,3
closed,518,2
closed,523,6
closed,525,4
closed,539,1
closed,544,1
closed,552,1
closed,571,5
closed,578,2
closed,584,1
closed,592,1
closed,599,3
closed,600,2
closed,605,1
closed,615,1

