type,timediff,n_items
closed,85,7
closed,87,3
closed,92,18
closed,108,2
closed,113,3
closed,119,3
closed,127,1
closed,138,4
closed,158,1
closed,167,5
closed,169,6
closed,172,1
closed,180,6
closed,190,4
closed,209,4
closed,211,4
closed,222,3
closed,228,1
closed,230,4
closed,233,7
closed,241,3
closed,246,4
closed,254,3
closed,257,7
closed,267,3
closed,278,1
closed,280,2
closed,281,4
closed,288,3
closed,293,5
closed,296,3
closed,310,2
closed,320,4
closed,331,4
closed,336,5
closed,339,5
closed,344,5
closed,357,3
closed,360,4
closed,362,2
closed,373,3
closed,376,2
closed,394,9
closed,397,1
closed,400,2
closed,402,2
closed,413,1
closed,421,4
closed,424,4
closed,450,3
closed,455,1
open,-16801,1
open,-15106,1
open,-13180,1
open,-12544,1
open,-3192,1
open,-2946,1
open,-2086,1
open,-2080,1
open,-2041,1
open,-1643,1
open,-1564,1
open,-1434,1
open,-1172,1
open,-639,6
open,-571,1
open,-491,1
open,-414,1
open,-332,1
open,-276,13
open,-274,1
open,-268,2
open,-258,1
open,-245,1
open,-244,4
open,-223,2
open,-215,1
open,-213,7
open,-199,2
open,-194,1
open,-179,1
open,-165,1
open,-160,1
open,-144,1
open,-136,2
open,-131,1
open,-123,3
open,-117,1
open,-102,4
open,-101,1
open,-99,1
open,-94,1
open,-91,14
open,-83,1
open,-51,1
open,-49,2
open,-48,8
open,-46,3
open,-36,1
open,-28,3
open,-27,6
open,-19,5
open,-17,4
open,-14,3
open,-11,7
open,-6,4
open,2,3
open,4,6
open,5,4
open,10,6
open,13,7
open,15,6
open,20,6
open,21,6
open,26,7
open,29,4
open,34,6
open,42,7
open,44,6
open,45,9
open,47,5
open,49,5
open,52,5
open,58,3
open,60,14
open,63,7
open,66,1
open,68,5
open,71,5
open,81,11
open,82,5
open,84,5
open,90,16
open,108,6
open,116,3
open,118,12
open,121,18
open,126,2
open,132,4
open,140,9
open,142,2
open,161,6
open,163,6
open,164,7
open,171,5
open,180,5
open,182,10
open,188,12
open,198,5
open,201,5
open,208,5
open,209,10
open,216,10
open,217,8
open,219,5
open,232,3
open,233,6
open,240,5
open,246,10
open,253,8
open,256,10
open,259,5
open,262,6
open,264,8
open,272,10
open,275,27
open,280,2
open,298,5
open,307,4
open,309,9
open,314,10
open,317,8
open,320,10
open,322,5
open,328,8
open,330,9
open,331,9
open,336,4
open,349,9
open,352,2
open,360,7
open,373,5
open,376,7
open,381,5
open,383,7
open,396,7
open,402,9
open,404,5
open,410,7
open,413,5
open,418,2
open,429,2
open,434,3
open,449,4
open,466,1
open,471,3
open,474,1
open,484,2
open,500,2
open,518,2
open,526,1
open,535,2
open,550,1
open,574,1
closed,-17720,1
closed,-10250,1
closed,-4527,1
closed,-2389,1
closed,-2141,1
closed,-1399,1
closed,-1214,1
closed,-1013,1
closed,-848,1
closed,-605,1
closed,-517,3
closed,-461,1
closed,-456,6
closed,-419,1
closed,-335,3
closed,-305,2
closed,-244,2
closed,-212,1
closed,-210,1
closed,-191,1
closed,-176,1
closed,-160,1
closed,-152,6
closed,-122,1
closed,-72,4
closed,-69,1
closed,-62,2
closed,-61,1
closed,-19,1
closed,-14,1
closed,-1,1
closed,5,2
closed,16,2
closed,23,6
closed,31,12
closed,37,1
closed,42,2
closed,52,2
closed,55,2
closed,58,5
closed,60,8
closed,69,2
closed,76,6
closed,77,4
closed,82,4
closed,93,1
closed,95,1
closed,105,1
closed,121,4
closed,122,20
closed,129,8
closed,132,3
closed,137,2
closed,143,3
closed,145,3
closed,150,4
closed,156,5
closed,164,3
closed,166,1
closed,174,9
closed,175,4
closed,177,3
closed,183,6
closed,185,3
closed,188,5
closed,191,2
closed,195,6
closed,203,2
closed,204,3
closed,206,3
closed,212,6
closed,219,6
closed,235,6
closed,238,2
open,-3136,1
open,-2296,1
open,-2129,1
open,-1862,1
open,-1766,1
open,-1726,1
open,-1620,1
open,-1377,1
open,-1120,1
open,-1072,1
open,-927,1
open,-730,1
open,-609,1
open,-445,12
open,-432,3
open,-429,1
open,-408,1
open,-405,1
open,-336,1
open,-289,2
open,-249,2
open,-238,1
open,-203,1
open,-195,2
open,-182,5
open,-161,2
open,-158,1
open,-148,2
open,-124,3
open,-111,5
open,-108,1
open,-63,3
open,-45,3
open,-40,2
open,-21,6
open,-10,4
open,-5,7
open,9,8
open,14,7
open,25,8
open,38,6
open,43,3
open,46,6
open,48,15
open,51,5
open,53,5
open,56,3
open,75,10
open,78,3
open,85,4
open,109,3
open,114,3
open,115,4
open,117,10
open,122,32
open,130,2
open,144,3
open,152,11
open,154,9
open,167,7
open,173,3
open,175,7
open,178,4
open,181,13
open,184,23
open,186,5
open,192,6
open,194,11
open,204,5
open,207,13
open,210,1
open,212,26
open,221,7
open,223,9
open,229,13
open,249,5
open,258,12
open,266,9
open,282,9
open,289,8
open,292,7
open,294,7
open,300,6
open,302,6
open,303,6
open,313,6
open,316,11
open,318,8
open,321,11
open,329,6
open,335,29
open,340,10
open,348,9
open,358,6
open,380,4
open,385,6
open,387,3
open,393,3
open,400,2
open,401,5
open,406,2
open,422,6
open,425,19
open,430,6
open,440,2
open,456,13
open,459,3
open,462,1
open,469,3
open,478,6
open,488,1
open,490,3
open,493,4
open,496,4
open,514,3
open,517,3
open,520,1
open,523,1
open,530,1
open,546,3
open,573,1
closed,-1769,1
closed,-1151,1
closed,-1043,1
closed,-563,1
closed,-547,1
closed,-489,1
closed,-455,2
closed,-386,1
closed,-346,1
closed,-254,1
closed,-248,1
closed,-188,2
closed,-177,2
closed,-164,1
closed,-121,6
closed,-74,1
closed,-63,1
closed,-13,1
closed,-2,2
closed,9,2
closed,35,5
closed,49,2
closed,54,4
closed,64,6
closed,72,1
closed,75,2
closed,81,1
closed,83,3
closed,88,3
closed,91,1
closed,109,3
closed,117,1
closed,120,11
closed,123,6
closed,128,3
closed,134,2
closed,141,3
closed,163,3
closed,173,3
closed,178,3
closed,186,4
closed,205,2
closed,208,4
closed,213,2
closed,221,2
closed,223,2
closed,229,4
closed,234,3
closed,237,7
closed,252,2
closed,253,4
closed,255,9
closed,258,7
closed,260,5
closed,266,5
closed,268,4
closed,274,9
closed,277,7
closed,279,2
closed,284,3
closed,295,4
closed,316,5
closed,335,20
closed,337,5
closed,342,4
closed,348,6
closed,353,4
closed,361,2
closed,369,1
closed,374,3
closed,390,5
closed,393,1
closed,401,2
closed,404,2
closed,411,3
closed,412,2
closed,417,1
closed,443,1
closed,446,3
closed,464,2
closed,483,3
closed,499,1
closed,504,1
closed,517,2
closed,533,1
closed,546,1
closed,549,1
closed,555,1
closed,570,1
open,-1870,1
open,-995,1
open,-882,1
open,-704,1
open,-657,3
open,-392,1
open,-386,1
open,-373,2
open,-368,1
open,-355,1
open,-349,1
open,-326,6
open,-307,6
open,-294,1
open,-257,2
open,-256,16
open,-236,2
open,-222,1
open,-185,1
open,-151,1
open,-135,1
open,-130,1
open,-122,1
open,-103,2
open,-97,3
open,-95,1
open,-69,3
open,-68,1
open,-61,6
open,-55,1
open,-47,2
open,-37,1
open,-31,14
open,-26,1
open,-16,1
open,-15,1
open,-8,2
open,6,5
open,19,7
open,24,5
open,61,20
open,62,13
open,67,12
open,72,2
open,77,3
open,83,5
open,86,3
open,93,2
open,96,5
open,106,1
open,107,6
open,112,5
open,133,5
open,139,4
open,141,6
open,146,7
open,151,6
open,159,10
open,170,7
open,189,8
open,197,5
open,213,10
open,215,9
open,218,10
open,220,11
open,226,15
open,228,11
open,231,3
open,234,12
open,239,11
open,244,4
open,255,10
open,257,3
open,260,7
open,265,4
open,268,4
open,271,11
open,273,9
open,274,11
open,290,3
open,295,6
open,297,9
open,308,9
open,310,9
open,332,11
open,334,19
open,345,7
open,350,5
open,353,7
open,356,6
open,361,6
open,363,7
open,369,3
open,371,2
open,372,6
open,374,5
open,388,3
open,390,7
open,395,10
open,408,7
open,409,1
open,414,3
open,417,2
open,419,1
open,424,6
open,427,3
open,446,4
open,448,2
open,454,3
open,461,5
open,485,1
open,486,4
open,491,2
open,507,1
open,543,1
open,575,3
open,578,1
open,623,1
closed,-9899,1
closed,-3713,1
closed,-2351,1
closed,-2169,1
closed,-2110,2
closed,-1808,1
closed,-1766,1
closed,-1697,1
closed,-1662,1
closed,-1149,1
closed,-1022,2
closed,-948,1
closed,-812,2
closed,-545,1
closed,-312,1
closed,-304,1
closed,-217,1
closed,-198,1
closed,-124,1
closed,-103,22
closed,-92,1
closed,-89,2
closed,-87,1
closed,-60,17
closed,-58,2
closed,-49,2
closed,-39,1
closed,-31,19
closed,-29,4
closed,-26,2
closed,-21,6
closed,-12,2
closed,-7,2
closed,1,4
closed,3,1
closed,6,2
closed,22,3
closed,28,2
closed,30,2
closed,46,1
closed,48,2
closed,51,2
closed,57,3
closed,62,9
closed,67,1
closed,78,3
closed,80,1
closed,99,9
closed,101,4
closed,102,3
closed,110,6
closed,112,1
closed,115,5
closed,136,4
closed,146,3
closed,147,3
closed,152,6
closed,155,4
closed,160,3
closed,168,2
closed,171,5
closed,184,18
closed,187,7
closed,192,1
closed,197,3
closed,202,5
closed,207,3
closed,210,2
closed,215,4
closed,226,7
closed,232,4
closed,239,4
closed,242,6
closed,244,6
closed,245,14
closed,250,2
closed,261,2
closed,263,18
closed,269,2
closed,271,1
closed,290,3
closed,298,3
closed,300,4
closed,303,5
closed,306,11
closed,311,6
closed,313,5
closed,319,6
closed,321,3
closed,322,4
closed,327,5
closed,330,4
closed,343,5
closed,345,4
closed,350,4
closed,356,2
closed,358,2
closed,367,5
closed,372,1
closed,375,4
closed,380,1
closed,383,1
closed,396,3
closed,398,5
closed,403,2
closed,406,2
closed,419,2
closed,425,15
closed,430,1
closed,482,1
closed,497,1
closed,516,1
closed,527,1
closed,529,1
closed,534,1
closed,561,1
closed,606,1
closed,359,3
closed,364,7
closed,366,34
closed,382,1
closed,385,5
closed,388,1
closed,395,7
closed,420,3
closed,422,1
closed,427,1
closed,428,1
closed,441,1
closed,449,3
closed,454,2
closed,456,4
closed,462,2
closed,465,1
closed,473,1
closed,480,2
closed,488,1
closed,491,1
closed,493,2
closed,518,5
closed,544,1
closed,571,2
closed,578,7
closed,433,2
closed,436,2
closed,448,1
closed,457,7
closed,459,1
closed,467,1
closed,485,2
closed,486,1
closed,496,1
closed,501,1
closed,512,2
closed,515,2
closed,526,1
closed,536,1
closed,547,6
closed,554,1
closed,568,1
closed,573,1
closed,243,17
closed,251,4
closed,264,1
closed,272,7
closed,283,2
closed,286,3
closed,289,6
closed,294,10
closed,304,17
closed,307,6
closed,309,7
closed,312,2
closed,317,2
closed,318,4
closed,333,5
closed,346,2
closed,352,2
closed,354,5
closed,355,1
closed,363,3
closed,365,17
closed,368,4
closed,370,8
closed,378,2
closed,381,1
closed,387,3
closed,416,1
closed,426,9
closed,434,1
closed,444,1
closed,453,2
closed,460,1
closed,463,1
closed,484,1
closed,487,7
closed,490,1
closed,511,1
closed,513,1
closed,519,2
closed,530,1
closed,540,1
closed,551,1
closed,556,2
closed,559,1

