country,classification,type,items,blogs,facebook,news,policies,twitter,wikipedia
SL,Life and earth sciences,green,6,2,2,2,1,5,2
SN,Life and earth sciences,green,89,3,10,4,3,44,0
ST,Life and earth sciences,green,1,0,0,0,0,0,0
SZ,Life and earth sciences,green,10,1,3,0,0,7,1
TD,Life and earth sciences,green,4,1,1,2,0,4,1
UY,Life and earth sciences,green,119,15,15,5,4,56,3
VC,Life and earth sciences,green,1,0,0,0,0,0,0
ZA,Life and earth sciences,green,2999,246,571,220,92,1507,110
AU,Mathematics and computer science,green,3197,40,116,40,17,987,41
BD,Mathematics and computer science,green,38,0,0,1,1,8,1
DK,Mathematics and computer science,green,1421,10,34,9,7,336,10
GH,Life and earth sciences,green,119,5,13,8,6,71,2
GR,Life and earth sciences,green,698,33,71,23,17,317,14
HR,Life and earth sciences,green,421,9,21,6,1,89,5
HT,Life and earth sciences,green,12,0,3,1,1,9,1
ID,Life and earth sciences,green,252,15,29,11,8,111,2
IL,Life and earth sciences,green,745,82,97,67,10,462,27
JM,Life and earth sciences,green,16,0,1,0,0,6,0
KE,Life and earth sciences,green,388,41,73,51,28,253,19
LA,Life and earth sciences,green,24,1,4,1,3,17,0
LR,Life and earth sciences,green,5,2,2,2,1,3,1
MM,Life and earth sciences,green,27,3,7,2,2,18,0
MR,Life and earth sciences,green,5,0,0,0,0,2,0
NI,Life and earth sciences,green,9,1,4,1,1,5,0
NL,Life and earth sciences,green,5482,582,841,394,265,3143,139
PA,Life and earth sciences,green,113,30,42,28,1,92,10
PW,Life and earth sciences,green,3,3,3,2,0,3,0
QA,Life and earth sciences,green,61,2,10,7,1,36,1
RU,Life and earth sciences,green,1122,78,134,65,4,542,46
SB,Life and earth sciences,green,2,1,1,0,0,2,0
SD,Life and earth sciences,green,52,3,4,1,2,21,0
SE,Life and earth sciences,green,3389,350,525,357,82,2018,158
SS,Life and earth sciences,green,2,0,0,0,1,1,0
TJ,Life and earth sciences,green,6,0,1,0,0,2,0
UA,Life and earth sciences,green,123,9,14,4,0,62,7
VU,Life and earth sciences,green,1,0,1,0,0,1,0
YE,Life and earth sciences,green,13,0,2,1,1,7,1
ZM,Life and earth sciences,green,60,6,11,8,4,47,2
BA,Mathematics and computer science,green,31,0,0,0,0,5,0
BJ,Mathematics and computer science,green,9,0,0,1,0,1,0
BS,Mathematics and computer science,green,2,0,0,0,0,1,0
CI,Mathematics and computer science,green,5,0,0,0,0,0,0
CN,Mathematics and computer science,green,17284,44,324,66,14,3587,47
CO,Mathematics and computer science,green,289,2,8,1,1,67,0
CR,Mathematics and computer science,green,9,1,0,0,0,1,0
DZ,Mathematics and computer science,green,275,0,3,3,0,45,0
EC,Mathematics and computer science,green,39,1,2,0,0,13,0
ES,Mathematics and computer science,green,8596,48,311,77,16,2341,45
CA,Life and earth sciences,green,6092,659,1255,511,132,3639,228
CG,Life and earth sciences,green,10,0,1,1,0,5,0
CH,Life and earth sciences,green,5499,667,846,532,144,3174,215
CW,Life and earth sciences,green,2,1,2,2,0,2,0
DE,Life and earth sciences,green,11933,1583,1735,1187,221,6695,465
EE,Life and earth sciences,green,177,17,42,14,1,97,13
GL,Life and earth sciences,green,43,11,9,8,1,29,2
GP,Life and earth sciences,green,39,2,3,4,3,21,1
GT,Life and earth sciences,green,11,0,2,0,0,4,0
HU,Life and earth sciences,green,1589,73,161,69,4,627,49
LK,Life and earth sciences,green,113,5,11,2,6,56,3
LT,Life and earth sciences,green,96,6,6,2,0,33,4
LV,Life and earth sciences,green,28,2,5,1,1,11,1
MC,Life and earth sciences,green,29,13,3,2,1,18,2
ML,Life and earth sciences,green,24,4,6,4,1,14,1
MY,Life and earth sciences,green,1650,45,128,38,16,455,28
NP,Life and earth sciences,green,65,8,19,5,3,37,2
NZ,Life and earth sciences,green,1005,133,161,95,45,585,58
PH,Life and earth sciences,green,88,8,19,4,5,46,4
PY,Life and earth sciences,green,11,2,5,1,0,5,1
SA,Life and earth sciences,green,864,61,79,71,12,405,11
SG,Life and earth sciences,green,500,65,98,72,11,314,20
SR,Life and earth sciences,green,3,0,0,0,1,2,0
SV,Life and earth sciences,green,2,0,0,0,1,2,0
TL,Life and earth sciences,green,2,0,0,0,0,1,0
TN,Life and earth sciences,green,373,6,15,8,2,104,6
TR,Life and earth sciences,green,1689,19,49,16,9,216,17
TT,Life and earth sciences,green,18,0,3,0,1,9,1
US,Life and earth sciences,green,55902,7893,10116,7247,1984,34114,2632
ZW,Life and earth sciences,green,74,5,12,7,3,39,0
AE,Mathematics and computer science,green,132,0,5,1,0,45,1
AZ,Mathematics and computer science,green,31,0,2,0,0,7,0
BF,Mathematics and computer science,green,6,0,0,0,0,0,0
BN,Mathematics and computer science,green,3,0,0,0,0,0,0
BR,Mathematics and computer science,green,2600,14,76,21,0,860,18
CH,Mathematics and computer science,green,2557,39,88,34,6,747,27
CY,Mathematics and computer science,green,111,1,2,1,0,34,2
CV,Mathematics and computer science,green,2,0,0,0,0,1,0
GB,Mathematics and computer science,green,14161,224,497,190,87,4751,156
GE,Mathematics and computer science,green,65,0,0,1,0,20,1
GP,Mathematics and computer science,green,4,0,0,0,0,0,0
HU,Mathematics and computer science,green,1272,8,16,3,0,329,9
KH,Mathematics and computer science,green,1,0,0,0,0,0,0
LA,Mathematics and computer science,green,1,0,0,0,0,0,0
ME,Mathematics and computer science,green,30,0,0,0,0,3,0
MN,Mathematics and computer science,green,5,0,0,0,0,2,0
MR,Mathematics and computer science,green,2,0,0,0,0,0,0
MZ,Mathematics and computer science,green,3,0,1,0,0,2,0
NZ,Mathematics and computer science,green,385,4,20,6,0,114,4
RW,Mathematics and computer science,green,3,0,0,0,0,0,0
SY,Mathematics and computer science,green,4,0,0,0,0,2,0
TH,Mathematics and computer science,green,159,0,2,1,0,37,0
UA,Mathematics and computer science,green,510,0,13,1,0,177,2
ZM,Mathematics and computer science,green,1,1,0,0,0,1,0
AZ,Physical sciences and engineering,green,108,0,16,0,0,60,0
BB,Physical sciences and engineering,green,4,0,0,0,0,0,0
BT,Physical sciences and engineering,green,4,0,0,0,1,2,1
CG,Physical sciences and engineering,green,4,0,0,0,0,2,0
CH,Physical sciences and engineering,green,11334,1021,1313,806,29,7040,271
EG,Physical sciences and engineering,green,1119,31,83,18,1,449,10
FJ,Physical sciences and engineering,green,2,0,0,1,0,1,0
GF,Physical sciences and engineering,green,2,0,0,0,0,1,0
GP,Physical sciences and engineering,green,9,1,0,1,1,4,0
JM,Physical sciences and engineering,green,7,0,0,0,0,3,0
LV,Physical sciences and engineering,green,123,3,8,2,1,54,0
MA,Physical sciences and engineering,green,580,19,99,48,0,338,7
MG,Physical sciences and engineering,green,4,0,0,0,0,2,0
MM,Physical sciences and engineering,green,5,0,0,0,0,1,0
MR,Physical sciences and engineering,green,1,0,0,0,0,1,0
MU,Physical sciences and engineering,green,12,0,1,0,0,4,0
MW,Physical sciences and engineering,green,1,0,0,0,0,0,0
NE,Physical sciences and engineering,green,5,0,1,1,0,3,0
PA,Physical sciences and engineering,green,12,1,1,2,0,3,2
GA,Mathematics and computer science,green,2,0,0,0,0,0,0
GH,Mathematics and computer science,green,11,0,0,0,0,1,0
HR,Mathematics and computer science,green,278,3,6,1,0,57,1
ID,Mathematics and computer science,green,55,0,5,0,0,13,0
IQ,Mathematics and computer science,green,96,0,0,0,0,11,0
IT,Mathematics and computer science,green,7369,40,196,37,12,2286,51
JM,Mathematics and computer science,green,4,0,0,0,0,0,0
JO,Mathematics and computer science,green,74,0,3,0,0,12,2
KP,Mathematics and computer science,green,8,0,1,0,0,2,0
LB,Mathematics and computer science,green,137,4,5,3,0,29,0
MM,Mathematics and computer science,green,1,0,0,0,0,0,0
NL,Mathematics and computer science,green,2777,28,120,25,24,816,33
NO,Mathematics and computer science,green,1038,4,26,11,3,315,6
PE,Mathematics and computer science,green,27,0,0,0,0,9,0
QA,Mathematics and computer science,green,92,0,0,0,0,29,0
RO,Mathematics and computer science,green,772,1,11,1,0,219,3
RU,Mathematics and computer science,green,2721,26,73,10,0,1175,26
SD,Mathematics and computer science,green,7,0,0,0,0,3,0
SK,Mathematics and computer science,green,169,0,5,0,0,52,1
TJ,Mathematics and computer science,green,3,0,0,0,0,2,0
US,Mathematics and computer science,green,28152,518,885,349,97,8310,356
AG,Physical sciences and engineering,green,1,0,0,0,0,1,0
AN,Physical sciences and engineering,green,1,0,0,0,0,0,0
AU,Physical sciences and engineering,green,10956,1166,1149,701,31,6033,288
BD,Physical sciences and engineering,green,247,2,14,2,1,100,6
BJ,Physical sciences and engineering,green,60,0,4,1,0,44,0
BS,Physical sciences and engineering,green,2,0,0,0,0,1,0
BY,Physical sciences and engineering,green,260,6,24,5,0,125,2
CA,Physical sciences and engineering,green,11078,972,1256,593,21,7178,301
CY,Physical sciences and engineering,green,185,12,17,5,0,114,0
CZ,Physical sciences and engineering,green,2568,149,174,60,2,1486,40
DE,Physical sciences and engineering,green,40162,3358,4008,2117,46,26335,768
DJ,Physical sciences and engineering,green,1,0,0,0,0,0,0
GB,Physical sciences and engineering,green,51932,4043,4405,2537,189,28783,1096
GD,Physical sciences and engineering,green,1,0,0,0,0,0,0
GT,Physical sciences and engineering,green,1,0,1,0,0,0,0
ZA,Mathematics and computer science,green,596,5,15,5,1,111,5
AF,Physical sciences and engineering,green,1,0,0,0,0,0,0
AT,Physical sciences and engineering,green,3514,335,363,316,3,2392,91
BH,Physical sciences and engineering,green,17,0,3,0,0,8,0
CL,Physical sciences and engineering,green,3196,472,382,169,3,2179,139
DK,Physical sciences and engineering,green,6209,400,476,315,41,2872,83
DZ,Physical sciences and engineering,green,663,7,33,14,1,203,0
GE,Physical sciences and engineering,green,181,20,30,4,0,135,3
GM,Physical sciences and engineering,green,1,0,0,0,0,0,0
HT,Physical sciences and engineering,green,1,0,0,0,0,0,0
ID,Physical sciences and engineering,green,272,9,15,3,1,106,1
IL,Physical sciences and engineering,green,3782,376,398,166,2,2788,74
KE,Physical sciences and engineering,green,19,1,1,1,0,8,1
MC,Physical sciences and engineering,green,8,1,0,1,0,5,0
ME,Physical sciences and engineering,green,23,0,3,0,0,4,0
MY,Physical sciences and engineering,green,2954,16,76,16,5,475,8
PL,Physical sciences and engineering,green,6148,355,564,158,0,3741,92
RE,Physical sciences and engineering,green,1,0,0,0,0,1,0
RO,Physical sciences and engineering,green,853,30,51,13,0,430,1
SC,Physical sciences and engineering,green,1,0,0,0,0,1,0
SK,Physical sciences and engineering,green,600,24,34,7,1,336,12
SN,Physical sciences and engineering,green,55,0,0,1,0,9,0
SR,Physical sciences and engineering,green,2,0,0,0,1,1,0
TJ,Physical sciences and engineering,green,2,0,0,0,0,1,0
AD,Social sciences and humanities,green,4,0,1,0,0,3,0
AF,Social sciences and humanities,green,3,0,1,0,1,1,1
AM,Social sciences and humanities,green,13,1,3,0,0,6,1
AO,Social sciences and humanities,green,7,0,3,0,0,2,0
AT,Social sciences and humanities,green,1128,119,149,135,78,590,24
BF,Social sciences and humanities,green,21,2,2,1,3,9,0
BG,Social sciences and humanities,green,16,2,1,1,0,6,1
BW,Social sciences and humanities,green,19,1,3,0,1,8,0
BY,Social sciences and humanities,green,4,0,1,0,0,3,0
CA,Social sciences and humanities,green,4833,509,843,438,262,2867,131
CG,Social sciences and humanities,green,5,0,0,0,1,2,0
CM,Social sciences and humanities,green,57,5,26,1,7,16,2
CO,Social sciences and humanities,green,268,9,39,4,8,117,3
EG,Mathematics and computer science,green,225,0,6,0,0,58,0
IE,Mathematics and computer science,green,692,6,19,2,2,221,5
JP,Mathematics and computer science,green,3974,22,129,17,4,1270,13
KM,Mathematics and computer science,green,1,0,0,0,0,0,0
KW,Mathematics and computer science,green,34,1,0,1,0,15,0
KZ,Mathematics and computer science,green,84,0,7,0,1,23,1
LT,Mathematics and computer science,green,105,0,1,0,0,29,0
LV,Mathematics and computer science,green,17,1,0,0,1,4,0
MK,Mathematics and computer science,green,51,0,1,3,0,30,0
ML,Mathematics and computer science,green,7,0,0,0,0,0,0
MT,Mathematics and computer science,green,17,0,0,1,0,4,1
NC,Mathematics and computer science,green,11,0,0,0,0,2,0
NP,Mathematics and computer science,green,2,0,0,0,0,2,0
PF,Mathematics and computer science,green,1,0,0,0,0,0,0
PH,Mathematics and computer science,green,17,1,1,1,0,8,1
PS,Mathematics and computer science,green,8,0,0,0,0,1,0
RS,Mathematics and computer science,green,368,2,7,2,1,95,2
SE,Mathematics and computer science,green,2431,18,56,18,15,692,24
SM,Mathematics and computer science,green,1,0,0,0,0,1,0
TM,Mathematics and computer science,green,1,0,0,0,0,0,0
UZ,Mathematics and computer science,green,56,0,0,0,0,22,0
BN,Physical sciences and engineering,green,25,0,1,0,0,9,0
BO,Physical sciences and engineering,green,8,0,1,0,0,4,0
BR,Physical sciences and engineering,green,8927,439,1232,154,3,5396,93
CD,Physical sciences and engineering,green,5,0,1,0,0,0,0
CI,Physical sciences and engineering,green,15,0,0,1,0,2,0
CO,Physical sciences and engineering,green,770,36,78,13,0,386,10
EE,Physical sciences and engineering,green,327,38,39,8,0,220,6
ET,Physical sciences and engineering,green,39,0,5,0,0,20,0
FI,Physical sciences and engineering,green,3491,252,315,150,13,1957,66
GA,Physical sciences and engineering,green,6,1,0,0,0,3,0
GN,Physical sciences and engineering,green,1,0,0,0,0,1,0
IQ,Physical sciences and engineering,green,373,3,15,5,0,93,1
IS,Physical sciences and engineering,green,201,8,18,7,2,141,2
JP,Physical sciences and engineering,green,22151,1617,2222,817,15,13912,241
KG,Physical sciences and engineering,green,21,0,0,0,0,16,0
FJ,Mathematics and computer science,green,6,0,0,0,0,2,0
KR,Mathematics and computer science,green,1951,10,41,8,2,462,10
LI,Mathematics and computer science,green,1,1,0,0,0,1,0
LY,Mathematics and computer science,green,17,0,1,0,0,3,0
MD,Mathematics and computer science,green,7,0,0,0,0,1,0
MX,Mathematics and computer science,green,868,7,25,7,0,282,4
MY,Mathematics and computer science,green,751,3,20,3,2,118,19
PL,Mathematics and computer science,green,2212,11,56,9,0,825,18
PT,Mathematics and computer science,green,1762,11,49,9,1,409,12
PY,Mathematics and computer science,green,3,0,0,0,0,2,0
SI,Mathematics and computer science,green,435,6,18,0,1,135,1
SN,Mathematics and computer science,green,30,0,1,0,0,1,0
TN,Mathematics and computer science,green,315,0,4,0,0,64,1
TZ,Mathematics and computer science,green,3,0,0,0,1,0,0
AD,Physical sciences and engineering,green,1,0,0,0,0,1,0
AL,Physical sciences and engineering,green,8,2,1,0,0,6,0
BA,Physical sciences and engineering,green,54,0,2,0,0,19,0
BE,Physical sciences and engineering,green,5430,343,411,134,24,3232,130
BG,Physical sciences and engineering,green,468,38,40,9,0,275,11
BW,Physical sciences and engineering,green,11,1,1,0,0,6,1
CM,Physical sciences and engineering,green,78,4,5,0,0,32,0
CN,Physical sciences and engineering,green,46388,2222,3169,1294,53,22323,384
CR,Physical sciences and engineering,green,68,4,12,0,0,32,0
CU,Physical sciences and engineering,green,123,3,7,1,0,54,1
EC,Physical sciences and engineering,green,106,3,6,2,0,48,1
ES,Physical sciences and engineering,green,25047,1342,2238,897,59,11824,281
FR,Physical sciences and engineering,green,30347,1793,2052,1632,33,15395,453
GH,Physical sciences and engineering,green,32,3,1,1,1,14,0
GR,Physical sciences and engineering,green,1796,133,139,30,4,1083,20
HN,Physical sciences and engineering,green,1,0,0,0,0,1,0
IT,Physical sciences and engineering,green,21009,1596,1737,600,22,12454,256
KZ,Physical sciences and engineering,green,280,12,19,4,0,182,8
LY,Physical sciences and engineering,green,40,0,0,0,0,6,1
NC,Physical sciences and engineering,green,4,1,1,2,0,2,1
NL,Physical sciences and engineering,green,10999,1040,951,686,38,6203,225
NP,Physical sciences and engineering,green,20,1,4,0,0,10,0
ET,Mathematics and computer science,green,8,0,0,0,0,0,0
FI,Mathematics and computer science,green,1314,8,40,12,4,430,18
IL,Mathematics and computer science,green,2170,27,42,11,1,603,19
IN,Mathematics and computer science,green,2446,12,71,9,0,740,15
IR,Mathematics and computer science,green,1609,3,19,3,0,293,6
KE,Mathematics and computer science,green,8,1,1,1,0,5,0
LU,Mathematics and computer science,green,326,2,12,3,1,90,4
MA,Mathematics and computer science,green,146,0,0,3,0,23,0
MU,Mathematics and computer science,green,4,0,0,0,0,0,0
MW,Mathematics and computer science,green,1,0,0,0,0,0,0
NG,Mathematics and computer science,green,43,0,1,0,0,9,0
OM,Mathematics and computer science,green,30,0,1,0,0,3,0
PA,Mathematics and computer science,green,10,0,1,0,0,2,0
TW,Mathematics and computer science,green,762,3,18,6,0,151,4
UG,Mathematics and computer science,green,4,0,1,0,0,1,0
UY,Mathematics and computer science,green,99,1,2,2,0,24,0
VE,Mathematics and computer science,green,56,0,2,0,0,13,0
AE,Physical sciences and engineering,green,260,25,17,8,0,133,3
AM,Physical sciences and engineering,green,966,109,213,100,5,879,20
AO,Physical sciences and engineering,green,3,0,0,0,0,0,0
AR,Physical sciences and engineering,green,2535,201,231,32,0,1591,34
BF,Physical sciences and engineering,green,19,0,1,0,0,5,1
BI,Physical sciences and engineering,green,2,0,0,0,0,1,0
HU,Physical sciences and engineering,green,2892,138,242,42,2,1390,32
IN,Physical sciences and engineering,green,13814,726,1321,156,2,8468,142
IR,Physical sciences and engineering,green,4600,171,315,30,1,2420,18
KN,Physical sciences and engineering,green,1,0,0,0,0,0,0
MK,Physical sciences and engineering,green,84,2,7,1,0,31,0
ML,Physical sciences and engineering,green,3,0,0,0,0,0,0
MT,Physical sciences and engineering,green,65,6,7,2,0,39,1
MX,Physical sciences and engineering,green,2877,225,383,65,2,1914,48
MZ,Physical sciences and engineering,green,5,0,0,0,1,2,0
NA,Physical sciences and engineering,green,8,0,1,0,0,1,0
NG,Physical sciences and engineering,green,268,5,13,2,1,76,2
NO,Physical sciences and engineering,green,2581,117,180,61,17,1100,30
NZ,Physical sciences and engineering,green,885,55,115,41,4,539,14
PH,Physical sciences and engineering,green,67,3,10,2,0,42,0
PY,Physical sciences and engineering,green,4,0,1,0,0,4,0
QA,Physical sciences and engineering,green,176,7,7,7,1,83,4
SY,Physical sciences and engineering,green,29,0,4,0,0,7,0
VA,Physical sciences and engineering,green,13,4,5,4,0,11,1
VN,Physical sciences and engineering,green,471,21,38,12,0,209,2
ZM,Physical sciences and engineering,green,8,1,0,1,1,4,1
AE,Social sciences and humanities,green,136,10,13,6,1,70,3
BN,Social sciences and humanities,green,6,1,1,0,0,2,0
CD,Social sciences and humanities,green,15,2,5,0,1,9,0
CF,Social sciences and humanities,green,2,0,0,0,0,2,0
DM,Social sciences and humanities,green,2,0,1,0,0,1,0
DZ,Social sciences and humanities,green,24,1,0,0,0,3,0
GT,Social sciences and humanities,green,11,0,1,0,1,6,0
HU,Social sciences and humanities,green,601,26,66,20,9,260,11
IR,Social sciences and humanities,green,380,18,35,13,6,161,4
KE,Social sciences and humanities,green,167,25,26,13,20,112,2
LB,Social sciences and humanities,green,64,8,10,6,4,38,3
LU,Social sciences and humanities,green,201,9,15,8,9,86,1
