year,indicator,counts,n_items
2016,twitter,656,1
2016,twitter,9,11177
2016,twitter,15,4375
2018,twitter,2651,1
2013,twitter,512,1
2016,twitter,38,653
2018,twitter,2010,1
2017,twitter,248,16
2018,twitter,66,360
2018,twitter,976,2
2013,twitter,435,1
2018,twitter,135,90
2018,twitter,1546,1
2013,twitter,289,2
2018,twitter,905,1
2014,twitter,459,2
2016,twitter,433,2
2013,twitter,255,2
2018,twitter,172,54
2017,twitter,108,94
2018,twitter,1509,1
2015,twitter,383,2
2016,twitter,301,5
2013,twitter,109,33
2015,twitter,28,965
2018,twitter,527,3
2016,twitter,247,11
2013,twitter,790,1
2013,twitter,541,1
2018,twitter,2041,1
2015,twitter,377,3
2017,twitter,357,9
2018,twitter,421,10
2015,twitter,970,1
2014,twitter,67,103
2013,twitter,249,7
2014,twitter,313,3
2017,twitter,603,2
2015,twitter,724,1
2012,twitter,434,2
2018,twitter,275,21
2016,twitter,147,32
2015,twitter,329,4
2017,twitter,457,1
2017,twitter,1244,1
2012,twitter,580,1
2016,twitter,333,6
2012,twitter,53,51
2017,twitter,65,341
2016,twitter,499,1
2017,twitter,563,2
2018,twitter,627,3
2015,twitter,933,2
2015,twitter,578,4
2017,twitter,1204,2
2013,twitter,0,1001475
2015,twitter,128,50
2014,twitter,136,26
2016,twitter,264,8
2015,twitter,200,13
2013,twitter,43,223
2014,twitter,273,6
2012,twitter,122,10
2013,twitter,143,9
2012,twitter,79,31
2012,twitter,620,1
2016,twitter,550,1
2017,twitter,1130,1
2013,twitter,186,5
2013,twitter,856,1
2014,twitter,748,1
2014,twitter,920,1
2018,twitter,1151,1
2018,twitter,1835,1
2015,twitter,1545,1
2013,twitter,66,86
2017,twitter,391,8
2018,twitter,206,38
2016,twitter,576,2
2016,twitter,327,5
2014,twitter,448,1
2017,twitter,569,2
2015,twitter,51,264
2014,twitter,2904,1
2013,twitter,564,1
2015,twitter,692,1
2017,twitter,732,1
2018,twitter,155,62
2018,twitter,696,2
2015,twitter,449,1
2015,twitter,306,7
2014,twitter,144,25
2017,twitter,185,34
2018,twitter,839,2
2018,twitter,1088,1
2014,twitter,93,49
2018,twitter,939,1
2018,twitter,3644,1
2017,twitter,826,1
2012,twitter,998,1
2015,twitter,186,14
2014,twitter,193,10
2013,twitter,129,8
2013,twitter,200,7
2014,twitter,857,1
2015,twitter,1253,1
2012,twitter,182,5
2017,twitter,268,10
2015,twitter,211,14
2015,twitter,140,40
2017,twitter,1264,1
2013,twitter,269,4
2014,twitter,333,6
2012,twitter,205,4
2014,twitter,788,1
2018,twitter,687,2
2013,twitter,630,1
2017,twitter,122,95
2017,twitter,128,80
2014,twitter,717,1
2017,twitter,792,1
2014,twitter,402,2
2014,twitter,9894,1
2017,twitter,692,2
2014,twitter,1899,1
2018,twitter,2771,1
2016,twitter,135,35
2015,twitter,71,141
2016,twitter,676,2
2018,twitter,8968,1
2017,twitter,59,432
2015,twitter,927,1
2012,twitter,142,8
2016,twitter,991,1
2018,twitter,123,128
2016,twitter,244,11
2013,twitter,3787,1
2017,twitter,368,7
2012,twitter,36,139
2018,twitter,610,3
2017,twitter,22,2733
2013,twitter,492,2
2013,twitter,160,15
2014,twitter,897,1
2017,twitter,1041,2
2017,twitter,2037,1
2018,twitter,2236,1
2018,twitter,478,3
2014,twitter,18,1809
2018,twitter,221,31
2018,twitter,470,6
2017,twitter,1147,1
2013,twitter,547,2
2015,twitter,432,3
2016,twitter,390,2
2012,twitter,282,5
2015,twitter,326,4
2013,twitter,346,1
2015,twitter,3326,1
2017,twitter,1934,1
2017,twitter,13,6879
2018,twitter,178,61
2017,twitter,360,7
2018,twitter,324,10
2017,twitter,162,34
2017,twitter,1293,1
2018,twitter,816,3
2017,twitter,752,1
2018,twitter,570,2
2013,twitter,693,1
2016,twitter,167,18
2016,twitter,238,10
2018,twitter,295,15
2012,twitter,385,1
2014,twitter,608,1
2016,twitter,665,1
2015,twitter,6672,1
2016,twitter,2159,1
2015,twitter,31,873
2016,twitter,808,1
2013,twitter,661,2
2018,twitter,1005,1
2018,twitter,673,3
2013,twitter,1657,1
2015,twitter,460,1
2015,twitter,532,1
2014,twitter,751,1
2013,twitter,306,1
2016,twitter,596,1
2018,twitter,1314,1
2014,twitter,1109,1
2013,twitter,20,1074
2018,twitter,364,10
2016,twitter,3507,1
2017,twitter,964,1
2018,twitter,3092,1
2015,twitter,389,4
2013,twitter,163,8
2016,twitter,945,1
2015,twitter,3022,1
2014,twitter,253,5
2013,twitter,312,1
2016,twitter,2225,1
2015,twitter,440,1
2016,twitter,410,3
2016,twitter,659,1
2017,twitter,1470,1
2015,twitter,203,13
2017,twitter,331,7
2017,twitter,829,1
2018,twitter,1569,1
2015,twitter,738,2
2016,twitter,32,966
2015,twitter,297,8
2016,twitter,373,4
2016,twitter,622,1
2015,twitter,558,1
2013,twitter,232,4
2012,twitter,70,38
2018,twitter,146,49
2018,twitter,109,159
2017,twitter,45,723
2016,twitter,424,3
2015,twitter,360,4
2015,twitter,254,4
2018,twitter,885,1
2016,twitter,175,25
2014,twitter,47,265
2017,twitter,188,38
2016,twitter,124,54
2018,twitter,252,26
2013,twitter,667,1
2012,twitter,852,1
2018,twitter,152,80
2018,twitter,644,2
2013,twitter,275,2
2017,twitter,580,2
2015,twitter,423,3
2017,twitter,480,4
2012,twitter,1559,1
2016,twitter,416,4
2014,twitter,359,1
2017,twitter,503,1
2014,twitter,336,1
2018,twitter,567,3
2015,twitter,137,22
2018,twitter,258,19
2014,twitter,73,106
2017,twitter,858,2
2015,twitter,469,2
2014,twitter,405,3
2018,twitter,427,3
2018,twitter,922,1
2018,twitter,72,318
2017,twitter,340,6
2014,twitter,50,210
2015,twitter,114,47
2017,twitter,1004,1
2015,twitter,778,1
2013,twitter,982,1
2017,twitter,56,449
2018,twitter,636,2
2012,twitter,465,1
2017,twitter,620,4
2015,twitter,1273,1
2013,twitter,481,1
2012,twitter,348,2
2018,twitter,335,16
2015,twitter,45,353
2018,twitter,928,1
2016,twitter,61,242
2016,twitter,3922,1
2016,twitter,2717,1
2018,twitter,467,4
2014,twitter,365,1
2017,twitter,806,1
2016,twitter,493,4
2016,twitter,742,1
2014,twitter,768,1
2013,twitter,4534,1
2017,twitter,1399,1
2014,twitter,10,5977
2018,twitter,573,6
2016,twitter,138,57
2015,twitter,37,532
2016,twitter,696,3
2012,twitter,425,1
2012,twitter,674,1
2014,twitter,259,3
2013,twitter,97,32
2014,twitter,1255,1
2016,twitter,1383,1
2018,twitter,822,4
2014,twitter,1933,1
2016,twitter,834,1
2015,twitter,177,26
2013,twitter,203,6
2018,twitter,719,1
2015,twitter,924,1
2017,twitter,257,12
2017,twitter,411,4
2018,twitter,32,1586
2015,twitter,824,3
2015,twitter,283,3
2014,twitter,219,5
2018,twitter,4749,1
2015,twitter,1803,1
2017,twitter,1685,1
2015,twitter,1216,1
2012,twitter,1072,1
2015,twitter,575,3
2014,twitter,413,1
2018,twitter,959,1
2016,twitter,72,182
2013,twitter,876,1
2015,twitter,363,4
2013,twitter,235,5
2015,twitter,529,1
2018,twitter,2405,2
2013,twitter,899,1
2014,twitter,299,2
2015,twitter,718,1
2017,twitter,683,1
2017,twitter,514,1
2017,twitter,254,10
2018,twitter,318,9
2016,twitter,141,42
2013,twitter,23,761
2018,twitter,46,845
2018,twitter,3295,1
2016,twitter,321,4
2015,twitter,257,6
2012,twitter,136,6
2017,twitter,5,32063
2018,twitter,1397,1
2018,twitter,1065,1
2018,twitter,69,336
2013,twitter,1434,1
2017,twitter,932,1
2013,twitter,246,3
2018,twitter,332,11
2016,twitter,204,10
2013,twitter,415,1
2018,twitter,355,12
2014,twitter,124,23
2017,twitter,623,2
2017,twitter,1619,1
2013,twitter,701,1
2017,twitter,151,44
2016,twitter,1409,1
2014,twitter,53,179
2018,twitter,1489,1
2016,twitter,35,811
2013,twitter,409,3
2015,twitter,466,3
2018,twitter,756,3
2017,twitter,763,1
2018,twitter,115,124
2012,twitter,322,1
2014,twitter,270,2
2018,twitter,40,1138
2017,twitter,308,8
2018,twitter,1712,2
2013,twitter,100,27
2017,twitter,546,4
2016,twitter,304,9
2016,twitter,636,1
2016,twitter,350,3
2013,twitter,1474,1
2015,twitter,286,2
2017,twitter,414,6
2018,twitter,1211,1
2016,twitter,1332,1
2017,twitter,2469,1
2017,twitter,755,1
2015,twitter,14103,1
2018,twitter,862,1
2016,twitter,198,15
2015,twitter,34,650
2016,twitter,98,92
2016,twitter,344,6
2014,twitter,216,7
2018,twitter,1111,2
2017,twitter,1047,1
2017,twitter,506,4
2015,twitter,1067,1
2015,twitter,174,14
2013,twitter,449,3
2014,twitter,110,37
2018,twitter,793,1
2012,twitter,219,3
2016,twitter,1163,1
2017,twitter,159,35
2016,twitter,95,92
2015,twitter,246,5
2012,twitter,860,1
2017,twitter,374,3
2012,twitter,7,5418
2017,twitter,19,3511
2017,twitter,941,1
2017,twitter,586,2
2018,twitter,650,2
2014,twitter,468,1
2012,twitter,242,1
2018,twitter,387,5
2018,twitter,464,6
2015,twitter,148,20
2014,twitter,84,72
2018,twitter,530,4
2016,twitter,281,6
2018,twitter,507,6
2017,twitter,443,2
2014,twitter,227,5
2012,twitter,99,17
2018,twitter,1171,2
2012,twitter,740,1
2012,twitter,76,32
2014,twitter,376,2
2016,twitter,479,3
2017,twitter,543,3
2015,twitter,317,5
2015,twitter,858,1
2017,twitter,2289,1
2017,twitter,474,6
2016,twitter,161,22
2017,twitter,225,13
2018,twitter,289,23
2015,twitter,844,1
2015,twitter,346,2
2015,twitter,701,3
2013,twitter,561,1
2016,twitter,765,2
2014,twitter,625,1
2012,twitter,105,14
2014,twitter,233,5
2013,twitter,169,6
2018,twitter,501,7
2016,twitter,18,3081
2015,twitter,5,28170
2014,twitter,196,11
2015,twitter,2418,1
2012,twitter,62,69
2014,twitter,2852,1
2013,twitter,375,1
2013,twitter,26,611
2018,twitter,1532,1
2015,twitter,111,50
2013,twitter,524,1
2012,twitter,454,1
2018,twitter,3,71026
2016,twitter,2039,1
2017,twitter,1513,1
2012,twitter,113,13
2015,twitter,452,2
2014,twitter,339,2
2014,twitter,831,1
2018,twitter,212,25
2015,twitter,1419,1
2016,twitter,487,1
2018,twitter,1208,1
2015,twitter,400,2
2012,twitter,208,2
2018,twitter,1778,1
2013,twitter,1932,1
2012,twitter,256,5
2016,twitter,201,18
2017,twitter,194,34
2015,twitter,1133,1
2012,twitter,611,1
2017,twitter,4656,1
2017,twitter,242,20
2018,twitter,281,13
2012,twitter,279,5
2018,twitter,613,3
2018,twitter,1068,1
2016,twitter,1581,1
2018,twitter,358,14
2017,twitter,294,12
2016,twitter,556,2
2014,twitter,476,2
2015,twitter,638,2
2018,twitter,830,2
2016,twitter,702,2
2017,twitter,125,79
2018,twitter,189,48
2017,twitter,1330,1
2017,twitter,557,3
2018,twitter,218,29
2014,twitter,614,2
2018,twitter,1108,2
2014,twitter,127,14
2018,twitter,229,30
2017,twitter,165,48
2015,twitter,74,132
2013,twitter,63,72
2017,twitter,202,30
2013,twitter,598,1
2013,twitter,243,6
2015,twitter,964,1
2012,twitter,179,5
2016,twitter,447,1
2016,twitter,387,4
2012,twitter,33,227
2017,twitter,119,96
2015,twitter,323,4
2017,twitter,451,8
2016,twitter,633,2
2017,twitter,795,1
2014,twitter,113,30
2017,twitter,305,9
2015,twitter,183,13
2016,twitter,241,11
2012,twitter,388,1
2013,twitter,303,5
2018,twitter,321,14
2017,twitter,1290,1
2017,twitter,16,4702
2018,twitter,1749,1
2018,twitter,2093,1
2018,twitter,1603,1
2013,twitter,103,26
2015,twitter,1313,1
2012,twitter,285,2
2013,twitter,349,2
2016,twitter,1475,1
2017,twitter,3211,1
2018,twitter,461,3
2017,twitter,895,2
2014,twitter,1438,1
2014,twitter,442,1
2012,twitter,30,306
2017,twitter,540,4
2015,twitter,1359,1
2012,twitter,528,2
2013,twitter,401,1
2018,twitter,604,1
2014,twitter,322,3
2015,twitter,386,1
2013,twitter,664,1
2015,twitter,77,115
2014,twitter,87,55
2014,twitter,677,1
2016,twitter,805,1
2012,twitter,145,10
2017,twitter,228,19
2014,twitter,2028,1
2015,twitter,6343,1
2013,twitter,2301,1
2014,twitter,373,2
2015,twitter,220,12
2015,twitter,884,1
2018,twitter,1343,1
2017,twitter,520,2
2016,twitter,307,5
2015,twitter,243,3
2017,twitter,978,1
2018,twitter,1042,2
2017,twitter,646,1
2012,twitter,468,1
2018,twitter,401,2
2017,twitter,337,9
2012,twitter,491,1
2018,twitter,0,980433
2016,twitter,1200,1
2013,twitter,60,74
2018,twitter,215,32
2016,twitter,64,225
2018,twitter,186,53
2016,twitter,58,280
2018,twitter,192,47
2018,twitter,5356,1
2016,twitter,845,1
2016,twitter,530,3
2015,twitter,48,335
2013,twitter,584,1
2013,twitter,2330,1
2018,twitter,925,1
2014,twitter,7,11469
2016,twitter,2643,1
2017,twitter,617,2
2018,twitter,779,2
2013,twitter,455,1
2015,twitter,180,20
2013,twitter,206,8
2018,twitter,716,1
2017,twitter,901,1
2015,twitter,535,3
2014,twitter,164,10
2018,twitter,75,309
2015,twitter,572,2
2018,twitter,727,1
2018,twitter,1071,1
2016,twitter,599,2
2018,twitter,86,265
2017,twitter,1187,1
2012,twitter,1424,1
2018,twitter,2090,1
2015,twitter,426,2
2014,twitter,362,4
2016,twitter,490,1
2017,twitter,554,5
2018,twitter,424,5
2018,twitter,175,46
2017,twitter,111,113
2012,twitter,923,1
2017,twitter,2080,1
2015,twitter,280,4
2015,twitter,821,1
2017,twitter,231,14
2017,twitter,729,2
2013,twitter,283,1
2017,twitter,4310,1
2017,twitter,1393,1
2016,twitter,310,7
2018,twitter,438,4
2018,twitter,83,259
2018,twitter,9,14391
2017,twitter,660,3
2012,twitter,574,1
2017,twitter,400,3
2014,twitter,445,3
2013,twitter,1045,1
2016,twitter,453,4
2012,twitter,176,4
2014,twitter,153,12
2013,twitter,89,43
2015,twitter,217,5
2017,twitter,517,3
2016,twitter,1120,1
2013,twitter,140,12
2016,twitter,3184,1
2012,twitter,248,1
2015,twitter,1030,1
2018,twitter,607,1
2017,twitter,972,2
2016,twitter,1655,1
2018,twitter,395,10
2015,twitter,1734,1
2016,twitter,267,10
2012,twitter,319,1
2015,twitter,1199,1
2012,twitter,354,1
2017,twitter,437,3
2017,twitter,686,3
2017,twitter,82,217
2018,twitter,1818,1
2015,twitter,3692,1
2014,twitter,190,14
2013,twitter,126,15
2015,twitter,503,1
2012,twitter,311,1
2014,twitter,439,1
2014,twitter,90,45
2014,twitter,588,1
2018,twitter,7975,1
2012,twitter,4441,1
2017,twitter,88,154
2016,twitter,1057,2
2016,twitter,516,2
2017,twitter,148,50
2018,twitter,544,4
2013,twitter,34,336
2015,twitter,68,149
2012,twitter,325,3
2013,twitter,57,120
2015,twitter,1064,1
2017,twitter,835,2
2013,twitter,389,1
2018,twitter,899,3
2013,twitter,272,3
2017,twitter,265,14
2016,twitter,533,2
2018,twitter,4079,2
2018,twitter,1918,1
2016,twitter,178,31
2015,twitter,6520,1
2017,twitter,2209,1
2018,twitter,43,1012
2016,twitter,230,10
2015,twitter,2630,1
2016,twitter,207,19
2017,twitter,271,16
2016,twitter,871,2
2018,twitter,1592,2
2018,twitter,753,1
2017,twitter,689,1
2018,twitter,853,1
2018,twitter,1394,2
2014,twitter,21,1300
2015,twitter,678,2
2015,twitter,191,15
2016,twitter,101,97
2015,twitter,715,1
2016,twitter,55,295
2013,twitter,441,2
2012,twitter,139,8
2018,twitter,962,1
2018,twitter,713,2
2014,twitter,267,7
2017,twitter,649,3
2016,twitter,347,4
2014,twitter,1641,1
2012,twitter,39,143
2012,twitter,2695,1
2015,twitter,8,11873
2017,twitter,397,7
2015,twitter,506,1
2016,twitter,570,1
2018,twitter,106,138
2018,twitter,1102,2
2016,twitter,427,2
2015,twitter,1525,1
2016,twitter,593,1
2018,twitter,747,2
2017,twitter,1679,1
2016,twitter,450,2
2018,twitter,676,1
2017,twitter,1963,1
2015,twitter,151,21
2015,twitter,100,62
2017,twitter,3886,1
2018,twitter,292,12
2012,twitter,73,44
2016,twitter,384,7
2015,twitter,294,8
2016,twitter,284,9
2013,twitter,166,5
2012,twitter,173,6
2013,twitter,658,1
2012,twitter,271,1
2017,twitter,371,5
2018,twitter,533,7
2015,twitter,2,107671
2017,twitter,1565,1
2012,twitter,806,1
2014,twitter,934,1
2014,twitter,436,1
2012,twitter,308,1
2017,twitter,48,594
2014,twitter,791,1
2013,twitter,229,7
2014,twitter,330,5
2018,twitter,112,135
2012,twitter,700,1
2012,twitter,663,1
2013,twitter,86,49
2016,twitter,278,10
2016,twitter,376,5
2016,twitter,29,1146
2018,twitter,1094,1
2018,twitter,845,1
2017,twitter,377,9
2018,twitter,490,2
2016,twitter,313,5
2012,twitter,216,5
2016,twitter,1160,1
2018,twitter,790,1
2015,twitter,2513,1
2017,twitter,85,199
2018,twitter,249,26
2016,twitter,270,8
2014,twitter,585,1
2015,twitter,447,1
2013,twitter,81,48
2016,twitter,273,11
2014,twitter,2137,1
2018,twitter,284,18
2015,twitter,209,6
2013,twitter,12,2947
2017,twitter,1949,1
2012,twitter,303,1
2016,twitter,16,3782
2017,twitter,74,238
2017,twitter,744,1
2015,twitter,0,897069
2017,twitter,103,111
2018,twitter,167,63
2017,twitter,761,3
2018,twitter,708,3
2014,twitter,600,3
2012,twitter,1130,1
2014,twitter,500,2
2012,twitter,59,56
2017,twitter,142,62
2017,twitter,1067,1
2015,twitter,512,2
2016,twitter,1750,1
2018,twitter,63,474
2018,twitter,241,24
2017,twitter,36,1019
2012,twitter,202,1
2015,twitter,406,1
2016,twitter,115,54
2013,twitter,172,7
2016,twitter,364,4
2018,twitter,1927,1
2015,twitter,1723,1
2012,twitter,500,1
2013,twitter,429,2
2014,twitter,1169,1
2012,twitter,1041,1
2017,twitter,783,1
2018,twitter,304,16
2016,twitter,905,2
2012,twitter,116,11
2014,twitter,385,2
2018,twitter,1188,1
2013,twitter,670,3
2016,twitter,370,2
2013,twitter,80,54
2015,twitter,57,246
2012,twitter,16,975
2018,twitter,1580,1
2017,twitter,434,1
2018,twitter,447,1
2016,twitter,1352,1
2014,twitter,1667,1
2013,twitter,472,1
2017,twitter,243,10
2014,twitter,122,28
2018,twitter,900,2
2013,twitter,390,1
2012,twitter,397,1
2015,twitter,541,1
2017,twitter,884,3
2014,twitter,2352,1
2012,twitter,681,1
2018,twitter,2629,1
2016,twitter,202,19
2018,twitter,1326,1
2018,twitter,1472,2
2017,twitter,667,1
2016,twitter,33,916
2012,twitter,472,1
2018,twitter,1046,1
2018,twitter,20920,1
2017,twitter,272,12
2018,twitter,90,214
2018,twitter,754,2
2013,twitter,1123,1
2012,twitter,961,1
2017,twitter,166,46
2018,twitter,230,23
2014,twitter,128,28
2015,twitter,192,13
2015,twitter,1105,1
2016,twitter,494,3
2018,twitter,2577,1
2016,twitter,139,47
2015,twitter,226,16
2018,twitter,516,9
2017,twitter,203,36
2017,twitter,452,7
2015,twitter,1320,1
2016,twitter,388,4
2018,twitter,1263,1
2014,twitter,909,1
2017,twitter,57,445
2018,twitter,121,103
2017,twitter,1053,1
2012,twitter,426,2
2018,twitter,871,3
2017,twitter,1840,1
2018,twitter,1117,1
2018,twitter,476,4
2015,twitter,865,2
2016,twitter,348,5
2018,twitter,376,6
2015,twitter,178,19
2012,twitter,140,8
2017,twitter,306,9
2015,twitter,332,5
2018,twitter,370,6
2018,twitter,714,3
2013,twitter,350,1
2014,twitter,168,12
2018,twitter,1109,1
2016,twitter,1378,1
2012,twitter,88,32
2018,twitter,127,112
2012,twitter,334,1
2018,twitter,58,530
2016,twitter,1424,1
2016,twitter,926,1
2017,twitter,658,2
2012,twitter,4725,1
2012,twitter,5,10506
2018,twitter,911,3
2016,twitter,285,3
2016,twitter,451,2
2018,twitter,579,1
2018,twitter,1077,1
2018,twitter,270,23
2017,twitter,1299,1
2017,twitter,635,3
2013,twitter,281,1
2012,twitter,74,40
2016,twitter,502,2
2018,twitter,1318,1
2013,twitter,636,1
2018,twitter,1644,1
2018,twitter,3808,1
2014,twitter,59,151
2014,twitter,231,11
2013,twitter,167,7
2015,twitter,295,2
2014,twitter,274,5
2014,twitter,772,1
2013,twitter,5356,1
2018,twitter,1003,1
2018,twitter,15,6218
2014,twitter,915,1
2015,twitter,464,3
2015,twitter,1669,1
2013,twitter,218,7
2017,twitter,237,18
2016,twitter,173,19
2014,twitter,33,511
2016,twitter,422,2
2016,twitter,1596,1
2016,twitter,849,2
2015,twitter,856,1
2015,twitter,215,13
2013,twitter,1071,1
2013,twitter,610,1
2016,twitter,814,2
2013,twitter,430,2
2014,twitter,245,9
2012,twitter,117,11
2018,twitter,193,39
2016,twitter,30,1068
2016,twitter,67,201
2017,twitter,770,1
2017,twitter,478,3
2015,twitter,793,1
2012,twitter,111,19
2018,twitter,691,1
2012,twitter,360,1
2013,twitter,424,1
2015,twitter,1142,1
2018,twitter,940,1
2015,twitter,9,9544
2017,twitter,727,2
2013,twitter,324,2
2018,twitter,2955,1
2018,twitter,805,2
2015,twitter,1609,1
2015,twitter,43,464
2013,twitter,247,1
2016,twitter,322,5
2015,twitter,398,1
2018,twitter,47,812
2016,twitter,608,1
2015,twitter,189,9
2016,twitter,182,15
2014,twitter,125,25
2016,twitter,1172,1
2014,twitter,380,2
2013,twitter,387,1
2018,twitter,187,39
2016,twitter,59,255
2012,twitter,1279,1
2018,twitter,682,1
2015,twitter,1423,1
2017,twitter,764,1
2017,twitter,71,277
2014,twitter,1290,1
2017,twitter,23,2460
2017,twitter,60,382
2013,twitter,3112,1
2016,twitter,777,1
2015,twitter,584,1
2013,twitter,241,2
2016,twitter,385,5
2012,twitter,191,7
2018,twitter,513,5
2016,twitter,1026,1
2018,twitter,1252,1
2012,twitter,578,1
2017,twitter,163,37
2013,twitter,1,152877
2017,twitter,5765,1
2014,twitter,411,4
2015,twitter,229,11
2015,twitter,573,2
2016,twitter,886,1
2012,twitter,283,1
2016,twitter,491,3
2017,twitter,555,4
2018,twitter,619,3
2015,twitter,83,90
2012,twitter,678,1
2014,twitter,371,2
2013,twitter,141,11
2012,twitter,77,31
2013,twitter,2726,1
2015,twitter,767,1
2012,twitter,337,4
2017,twitter,1843,1
2013,twitter,450,1
2018,twitter,794,3
2014,twitter,348,2
2013,twitter,21,888
2016,twitter,880,2
2018,twitter,439,6
2017,twitter,1202,1
2018,twitter,367,6
2018,twitter,625,5
2016,twitter,190,20
2018,twitter,198,42
2017,twitter,577,3
2018,twitter,690,3
2013,twitter,180,10
2016,twitter,513,5
2018,twitter,5516,1
2017,twitter,1124,1
2015,twitter,2613,1
2014,twitter,485,2
2016,twitter,121,55
2015,twitter,549,2
2012,twitter,259,2
2017,twitter,775,2
2017,twitter,285,10
2016,twitter,221,17
2015,twitter,698,1
2015,twitter,157,15
2012,twitter,408,1
2014,twitter,634,1
2018,twitter,971,2
2018,twitter,307,14
2016,twitter,179,28
2015,twitter,115,48
2016,twitter,843,1
2015,twitter,518,1
2017,twitter,552,1
2018,twitter,2915,1
2015,twitter,756,1
2014,twitter,809,1
2017,twitter,621,4
2018,twitter,1017,1
2014,twitter,99,52
2018,twitter,330,17
2017,twitter,266,7
2018,twitter,662,1
2014,twitter,763,2
2016,twitter,1198,1
2016,twitter,1344,1
2018,twitter,161,49
2018,twitter,1710,1
2018,twitter,44,951
2017,twitter,97,144
2018,twitter,8866,1
