type,timediff,n_items
gold,304,2
gold,639,1
gold,144,22
gold,453,5
gold,336,20
gold,236,18
gold,405,16
gold,-20,34
gold,319,7
gold,-220,1
gold,468,9
gold,413,21
gold,536,1
gold,505,3
gold,44,207
gold,293,20
gold,-51,4
gold,1,13015
gold,379,4
gold,93,70
gold,310,18
gold,210,29
gold,279,97
gold,611,1
gold,-77,2
gold,270,53
gold,519,4
gold,176,70
gold,84,114
gold,153,50
gold,-226,1
gold,-203,1
gold,-60,5
gold,4,3440
gold,396,4
gold,119,40
gold,96,145
gold,-118,1
gold,188,39
gold,311,26
gold,503,6
gold,-235,2
gold,79,83
gold,328,33
gold,411,14
gold,19,1161
gold,614,7
gold,171,31
gold,-26,42
gold,36,548
gold,-129,1
gold,560,1
gold,85,137
gold,-86,3
gold,62,262
gold,603,1
gold,136,90
gold,554,7
gold,262,20
gold,377,23
gold,454,4
gold,162,19
gold,-29,39
gold,-670,1
gold,-570,24
gold,76,176
gold,59,120
gold,437,6
gold,53,111
gold,-146,1
gold,388,6
gold,145,30
gold,494,8
gold,345,5
gold,394,21
gold,286,17
gold,117,36
gold,478,11
gold,-287,1
gold,-170,1
gold,-18,27
gold,363,11
gold,-10,157
gold,134,55
gold,34,402
gold,11,1315
gold,111,102
gold,54,238
gold,538,9
gold,346,25
gold,589,2
gold,569,5
gold,-545,1
gold,429,6
gold,220,27
gold,-562,1
gold,621,1
gold,-127,2
gold,369,10
gold,37,435
gold,578,4
gold,137,28
gold,343,24
gold,215,23
gold,-500,3
gold,384,11
gold,-408,2
gold,576,8
gold,-222,1
gold,-33,7
gold,181,36
gold,507,12
gold,89,67
gold,450,7
gold,281,18
gold,358,20
gold,-514,1
gold,364,68
gold,573,3
gold,-317,1
gold,275,33
gold,-13,28
gold,6,2451
gold,255,14
gold,398,25
gold,55,218
gold,98,143
gold,347,26
gold,341,29
gold,490,5
gold,298,65
gold,-148,1
gold,-99,3
gold,190,28
gold,476,8
gold,167,13
gold,259,77
gold,516,6
gold,422,11
gold,21,1105
gold,568,3
gold,-841,1
gold,-200,1
gold,156,24
gold,-80,3
gold,64,127
gold,350,17
gold,256,102
gold,399,11
gold,442,11
gold,50,193
gold,24,724
gold,356,22
gold,47,196
gold,425,20
gold,216,29
gold,548,2
gold,-332,1
gold,333,9
gold,316,17
gold,565,2
gold,224,21
gold,-223,5
gold,-83,8
gold,582,42
gold,559,5
gold,482,6
gold,433,4
gold,142,54
gold,474,4
