type,timediff,n_items
gold,-116,15
gold,-114,2
gold,-103,2
gold,-97,3
gold,-95,9
gold,-93,3
gold,-69,2
gold,-68,2
gold,-61,4
gold,-55,15
gold,-47,5
gold,-37,45
gold,-31,16
gold,-26,24
gold,-16,19
gold,-15,18
gold,-8,27
gold,6,1819
gold,19,498
gold,24,376
gold,61,129
gold,62,109
gold,67,92
gold,72,70
gold,77,109
gold,83,100
gold,86,58
gold,93,68
gold,96,68
gold,106,43
gold,107,40
gold,112,49
gold,133,61
gold,139,57
gold,141,44
gold,146,46
gold,151,53
gold,159,44
gold,170,39
gold,189,30
gold,197,38
gold,213,34
gold,215,44
gold,218,33
gold,220,29
gold,226,26
gold,228,24
gold,231,58
gold,234,28
gold,239,27
gold,244,32
gold,255,40
gold,257,27
gold,260,33
gold,265,49
gold,268,29
gold,271,45
gold,273,44
gold,274,83
gold,290,33
gold,295,28
gold,297,48
gold,308,28
gold,310,18
gold,332,21
gold,334,16
gold,345,44
gold,350,58
gold,353,31
gold,356,40
gold,361,31
gold,363,25
gold,369,22
gold,371,23
gold,372,24
gold,374,21
gold,388,25
gold,390,20
gold,395,18
gold,408,6
gold,409,15
gold,414,38
gold,417,19
gold,419,20
gold,424,10
gold,427,21
gold,446,7
gold,448,9
gold,454,10
gold,461,10
gold,485,3
gold,486,5
gold,491,5
gold,498,3
gold,499,4
gold,501,6
gold,507,6
gold,522,4
gold,538,3
gold,541,2
gold,543,11
gold,551,6
gold,554,3
gold,565,2
gold,570,6
gold,575,4
gold,584,4
gold,588,9
gold,604,2
gold,623,3
gold,626,1
gold,636,1
gold,-747,1
gold,-686,1
gold,-665,1
gold,-654,2
gold,-641,1
gold,-609,1
gold,-567,11
gold,-558,1
gold,-553,2
gold,-548,1
gold,-506,1
gold,-503,2
gold,-479,1
gold,-477,1
gold,-466,1
gold,-458,1
gold,-453,1
gold,-452,3
gold,-439,3
gold,-437,3
gold,-432,1
gold,-410,1
gold,-408,2
gold,-405,5
gold,-400,2
gold,-394,1
gold,-371,1
gold,-339,2
gold,-309,1
gold,-296,2
gold,-288,1
gold,-254,1
gold,-249,1
gold,-233,4
gold,-217,1
gold,-206,10
gold,-203,12
gold,-195,1
gold,-193,3
gold,-191,1
gold,-182,3
gold,-175,23
gold,-174,6
gold,-172,8
gold,-166,1
gold,-161,1
gold,-148,1
gold,-143,1
gold,-140,4
gold,-108,1
gold,-106,1
gold,-82,5
gold,-79,4
gold,-63,4
gold,-45,3
gold,-40,34
gold,-32,10
gold,-21,13
gold,-10,35
gold,-5,63
gold,-2,94
gold,3,2308
gold,9,946
gold,14,675
gold,25,355
gold,38,216
gold,43,213
gold,46,190
gold,48,183
gold,51,154
gold,53,125
gold,56,138
gold,75,73
gold,78,82
gold,85,83
gold,109,74
gold,114,42
gold,115,40
gold,117,35
gold,122,60
gold,130,52
gold,144,66
gold,152,53
gold,154,50
gold,167,37
gold,173,31
gold,175,38
gold,178,38
gold,181,34
gold,184,20
gold,186,24
