type,timediff,n_items
open,324,1090
open,618,49
closed,294,854
closed,-308,9
open,381,1301
closed,-251,31
open,635,53
closed,434,374
open,-24,1184
closed,-348,34
closed,377,672
closed,-291,10
closed,417,366
open,-147,299
open,-598,12
closed,-742,1
closed,320,802
open,198,1850
open,41,9597
closed,-374,8
closed,460,247
closed,-785,2
closed,-1687,1
open,-50,759
closed,-925,1
closed,-474,3
closed,-885,1
closed,-1336,1
open,155,2707
closed,-1319,1
open,-1135,4
closed,-517,23
closed,543,222
open,-584,5
open,-741,9
closed,-6,2735
open,72,4968
closed,429,279
open,483,493
open,32,14408
open,-724,6
closed,626,41
closed,175,1733
open,540,249
open,-259,36
open,-710,2
closed,569,121
closed,275,876
closed,118,2240
closed,-149,109
closed,-894,1
open,440,1282
closed,-132,141
closed,-583,1
open,-767,6
open,400,1021
open,-356,29
open,-439,17
closed,-683,4
open,457,590
closed,612,69
open,-342,26
open,-1261,1
open,-399,19
open,-693,6
open,357,1208
open,-242,146
open,-482,19
open,-325,19
open,-88,405
open,217,1762
closed,-141,105
open,-859,1
open,-1310,1
closed,-535,4
closed,-241,24
open,-916,1
open,-391,18
open,74,5086
closed,-281,12
open,-448,21
closed,153,1488
open,131,2794
closed,-675,4
open,-1704,3
closed,253,1077
open,31,16595
open,-1336,1
open,-180,98
open,88,3513
open,342,1214
open,48,8770
closed,-1169,1
open,-163,73
closed,-250,15
open,105,3745
open,556,287
closed,336,579
open,-517,19
open,359,970
closed,-193,18
closed,-350,51
open,-417,35
open,-206,159
open,416,878
closed,-293,8
open,-657,1
closed,-901,1
open,-106,287
closed,262,984
open,473,507
closed,-39,642
closed,519,171
open,-543,5
closed,362,565
open,-700,3
closed,559,116
closed,-433,4
open,-600,7
closed,-65,558
closed,-516,17
closed,445,286
closed,602,101
open,290,1516
open,133,2822
open,-626,5
open,-643,8
open,-192,40
open,-1094,1
closed,94,2706
open,247,1466
open,501,598
closed,234,1232
open,-726,21
closed,471,236
open,558,224
open,-358,19
closed,-1053,2
open,-809,5
closed,-542,3
open,518,487
open,-398,16
open,164,2598
open,-866,4
open,-630,24
open,-262,42
closed,-603,4
open,614,147
closed,-446,2
open,-770,1
closed,515,245
closed,64,3827
closed,-95,411
open,220,1995
closed,-546,1
closed,615,42
closed,458,366
closed,-529,1
closed,-235,22
open,-345,15
open,-188,40
closed,558,187
closed,107,2134
closed,-629,3
open,-402,43
open,-819,5
closed,-4,4034
open,117,3082
closed,30,10198
open,-211,87
closed,-1357,1
open,-722,19
closed,-1006,1
open,134,2977
open,585,159
open,-705,17
closed,524,152
open,-254,61
open,388,1204
closed,-498,5
open,34,14278
closed,-87,407
closed,-695,4
closed,-538,2
closed,567,112
open,345,1253
closed,-678,1
open,-494,61
closed,-187,33
closed,-170,54
closed,-621,1
closed,256,940
open,-26,1062
closed,-270,8
closed,-721,4
closed,-564,1
open,262,1483
closed,-213,25
open,319,1345
closed,633,46
closed,182,1389
closed,339,804
open,-109,294
closed,282,773
open,630,49
open,-577,4
closed,-804,2
closed,-196,27
closed,-353,3
open,79,4175
open,236,1816
closed,422,363
open,-603,16
closed,-296,6
open,293,1426
open,136,2267
open,-914,1
open,547,461
open,96,3808
open,-209,66
closed,-379,8
open,153,2556
closed,54,4194
closed,505,278
closed,-322,13
open,53,7335
open,210,1824
open,504,508
open,-703,51
open,-178,50
open,-686,26
open,521,302
open,-235,76
closed,137,1964
closed,-462,3
open,-589,8
open,578,206
closed,491,204
open,-672,17
open,-418,29
closed,-405,4
closed,-562,1
open,-729,29
open,478,426
closed,180,1280
open,84,4645
open,-304,48
closed,-1350,1
open,-1363,1
closed,-588,3
open,-361,32
open,-812,6
open,-444,19
closed,263,998
closed,-80,433
open,-287,34
open,1,388012
closed,-177,56
open,-798,4
closed,-631,4
closed,49,5022
closed,-120,213
closed,600,60
closed,346,649
closed,189,1430
closed,-220,16
open,-995,6
open,212,1428
open,369,1478
closed,-163,56
open,-570,3
closed,389,559
closed,232,1262
open,-430,17
closed,-246,37
open,286,1601
open,580,193
open,129,2694
closed,-640,1
open,343,1385
open,637,68
open,-159,69
closed,415,335
open,-145,156
closed,455,280
open,554,262
open,-202,66
closed,104,2447
closed,555,164
closed,-412,10
open,611,60
open,571,248
closed,498,273
closed,538,226
closed,-61,691
closed,87,2609
closed,-355,11
open,-736,31
open,-285,34
closed,-1374,1
open,411,728
open,-662,15
open,-956,1
open,-562,10
open,468,763
open,-719,14
closed,464,240
closed,-338,5
closed,-495,7
closed,-27,885
closed,-478,5
open,328,1222
closed,113,2172
open,171,2045
closed,-889,3
open,-588,11
closed,-732,2
open,-745,13
closed,-578,1
open,-194,64
closed,-70,609
open,639,27
closed,547,143
open,188,2196
closed,-364,28
open,-728,14
closed,490,247
closed,-13,1542
closed,-915,2
open,-237,55
closed,-561,7
closed,590,61
open,145,2702
closed,-210,19
open,-220,49
open,-377,23
closed,82,2949
open,613,65
open,162,3251
closed,-604,4
open,-814,5
open,62,6251
closed,222,1105
closed,65,3492
open,-403,25
closed,-79,385
closed,-236,30
closed,-687,3
closed,616,44
open,119,3449
open,-911,1
open,530,291
closed,-336,11
open,-446,51
open,176,2123
open,19,23821
open,587,166
closed,-573,3
open,76,5118
open,-346,16
open,-797,1
closed,248,986
closed,405,624
open,-429,16
open,36,12560
closed,191,1162
open,93,3786
open,544,263
closed,348,1141
closed,-419,5
open,444,675
closed,-751,4
open,406,1022
closed,329,677
open,-1412,1
open,-550,14
closed,75,3246
open,-256,24
open,-99,358
closed,-89,432
closed,-343,32
open,423,772
open,266,1804
closed,18,14494
closed,58,3693
open,-239,112
closed,-483,1
closed,609,52
closed,452,474
closed,158,1599
closed,1,142341
open,-493,29
open,-199,42
closed,101,2257
open,183,1913
open,-282,54
open,340,1179
closed,495,175
closed,44,4597
open,397,880
closed,-115,239
open,200,1992
closed,-1017,3
closed,-566,1
open,-1144,1
closed,-98,334
open,297,1367
open,-776,1
closed,-666,1
closed,-198,21
closed,127,2041
closed,-609,2
open,-144,232
open,238,1685
closed,46,4507
closed,-77,507
open,-738,8
closed,400,411
closed,-60,649
open,335,1197
open,-327,30
closed,-20,1140
closed,-628,5
closed,-471,11
closed,540,169
closed,-414,10
closed,-554,2
closed,-103,210
closed,-514,4
open,252,2261
closed,483,264
open,95,3754
closed,640,30
closed,-203,19
closed,-497,5
open,-721,25
open,152,2654
closed,583,83
open,563,249
open,112,3453
open,-353,36
open,-861,1
open,620,80
open,463,901
open,12,33524
open,-436,43
open,577,264
open,-2,8987
open,380,1118
closed,-229,53
closed,-212,20
closed,-369,17
open,143,2422
open,594,185
closed,141,1589
closed,-172,69
closed,-155,90
closed,-1214,1
closed,281,982
closed,-863,6
open,-522,17
open,511,412
closed,381,568
open,0,278224
open,451,583
open,-799,1
closed,561,116
closed,404,516
open,508,470
closed,601,53
closed,504,336
closed,-632,6
closed,544,90
open,408,775
open,-685,31
open,-431,28
open,-274,37
open,-742,13
closed,487,236
closed,-107,199
closed,233,1040
open,-331,27
closed,-207,28
open,-768,2
open,325,1266
closed,-601,2
closed,119,2436
open,382,1021
closed,-544,3
closed,-701,1
closed,-190,35
open,282,1976
open,242,3774
closed,613,39
closed,-290,6
open,593,162
open,-540,22
open,-557,12
closed,-373,8
open,-400,19
open,610,76
closed,-176,40
closed,-627,4
open,-1445,1
closed,245,1068
closed,442,288
open,-132,219
closed,-867,2
open,-483,15
open,-640,5
open,273,1837
closed,91,3212
open,116,2838
open,-723,21
open,-115,470
closed,328,702
closed,34,9164
open,-623,11
open,-172,122
open,584,184
open,230,1927
open,-75,405
open,-609,10
closed,468,282
open,484,490
open,641,41
open,-158,99
open,33,13945
open,130,2676
open,-198,48
open,-666,5
open,-58,852
open,541,401
open,90,4316
closed,-442,9
closed,354,748
closed,60,3719
open,147,2590
closed,-131,151
closed,100,2031
open,-241,59
open,-749,14
open,458,735
open,-298,31
open,-141,162
open,-832,8
open,-284,18
closed,594,69
open,515,472
closed,-1019,7
closed,86,2298
closed,-1413,1
open,375,1111
open,-424,44
open,-267,50
closed,186,1337
closed,637,24
open,-464,31
open,-324,44
open,-775,1
closed,-257,13
closed,-551,4
closed,620,49
closed,169,1580
open,332,1600
open,489,403
open,-350,66
open,292,1482
closed,-1553,1
open,-958,2
closed,269,898
closed,-183,56
closed,309,770
open,-113,451
closed,-143,163
open,-407,36
closed,-1653,1
closed,-283,8
closed,409,617
open,-450,10
open,-901,7
open,-533,29
open,-1141,2
open,206,1711
closed,-266,19
open,-590,18
open,166,2504
closed,492,277
closed,-817,2
open,66,5614
closed,435,450
closed,-309,10
open,-616,5
open,123,2946
open,83,4549
open,-65,651
closed,-392,28
open,180,2044
closed,-843,2
open,591,146
closed,-335,14
closed,461,263
open,40,9914
open,-1010,1
closed,501,242
open,431,660
closed,344,536
open,-682,12
open,-74,394
closed,-218,48
open,-231,103
open,-1133,1
closed,-64,702
closed,287,943
closed,444,285
open,-91,573
closed,-515,7
open,-993,1
open,-131,316
closed,-318,10
closed,33,9314
closed,484,249
closed,387,445
open,-214,42
closed,-1360,3
open,-725,59
closed,-869,2
open,308,1343
closed,-47,708
open,365,1394
closed,-1246,1
closed,627,35
closed,-895,1
closed,570,160
closed,610,43
open,-300,21
open,125,3121
open,-340,35
open,633,89
closed,-584,1
closed,202,1110
closed,496,153
closed,-527,5
closed,242,1017
open,493,717
closed,342,559
open,590,84
open,-283,34
closed,636,29
closed,-610,10
open,-366,25
closed,128,1848
closed,325,1225
closed,228,1449
closed,-199,18
closed,-650,1
open,-606,24
open,467,663
open,113,3268
open,-15,2155
open,73,4917
closed,-242,19
open,-41,1185
closed,-325,19
closed,-482,9
closed,0,109208
open,-98,734
open,30,16462
open,-632,7
open,441,1092
open,-181,95
open,-1083,1
open,-986,2
closed,-14,1673
open,-592,10
closed,83,2865
closed,534,146
open,-224,48
closed,437,340
closed,-408,6
closed,-859,1
open,-124,133
closed,-802,1
closed,577,112
closed,420,433
closed,-591,3
open,626,62
open,-290,20
open,526,324
open,232,1595
open,75,4654
closed,-123,311
open,583,150
open,132,2620
open,-333,30
open,640,33
open,189,2341
open,600,173
closed,-166,62
open,-573,4
open,-867,7
closed,-109,252
open,500,676
closed,-717,5
closed,-249,34
open,-884,6
open,-473,16
open,557,236
open,-22,1391
closed,-660,3
closed,278,727
open,-459,26
closed,318,622
open,-910,1
closed,-292,8
open,-516,8
closed,418,515
closed,261,997
open,-810,1
open,23,19809
open,-442,37
open,-893,1
open,80,4213
open,-499,28
open,-48,908
closed,-258,10
open,331,1244
open,-425,29
open,-1033,1
open,-876,1
open,-14,2309
closed,-201,29
closed,-792,1
open,231,1862
open,-451,18
closed,270,1335
open,191,1824
closed,-284,8
open,542,338
open,-57,855
open,-665,12
open,-591,7
closed,353,681
closed,510,210
closed,-424,7
open,-100,352
open,165,2637
open,616,104
closed,2,80352
open,-1242,2
closed,-524,1
open,-691,15
open,65,5488
closed,-56,504
closed,-507,13
open,-534,16
closed,-467,1
open,122,3282
closed,-156,79
closed,-450,1
open,533,260
closed,-410,3
closed,-99,315
closed,-393,24
closed,-550,6
open,-406,18
closed,68,3491
closed,-42,716
open,-760,33
closed,168,1454
open,-306,14
closed,-82,458
closed,562,69
closed,-987,1
closed,-25,995
open,250,1713
open,407,793
open,-800,4
open,-957,2
closed,251,1020
open,464,816
closed,351,1088
open,-826,2
closed,-208,23
open,-843,1
closed,588,111
open,-432,27
closed,-619,1
open,-64,669
closed,-602,2
closed,-702,3
closed,-1153,1
open,-926,1
closed,220,1119
open,-401,34
open,-7,4436
open,141,2662
open,-615,2
closed,360,585
closed,-234,10
closed,66,3602
closed,-391,13
open,-190,47
closed,303,873
closed,9,22398
closed,-23,1052
open,-501,10
open,-698,8
open,509,458
open,58,8144
closed,-574,2
open,115,3093
closed,92,2833
closed,-360,11
open,172,2565
open,623,109
open,466,531
open,15,37483
open,-667,8
closed,-460,11
closed,486,331
closed,35,8216
open,-216,35
closed,-106,240
closed,586,74
open,-273,41
closed,-500,7
closed,-49,622
closed,-206,39
closed,529,127
open,-5,4806
open,-316,26
closed,61,3502
closed,-92,414
closed,512,216
closed,-232,50
open,46,8386
open,-793,9
open,300,1480
closed,161,1742
closed,-626,1
open,-850,3
open,514,427
closed,301,892
open,-31,916
closed,144,1890
closed,-569,13
open,414,871
closed,-215,13
open,-539,11
open,-382,15
closed,284,822
closed,-315,14
closed,-749,2
open,214,1721
open,57,7623
closed,-552,4
open,625,47
closed,-84,455
open,-465,52
open,-308,27
open,114,2814
open,-842,2
open,525,295
closed,604,69
closed,310,813
closed,-224,11
open,-802,4
closed,293,879
closed,-618,2
closed,-324,6
open,-491,18
open,539,379
open,-40,863
closed,-307,36
open,499,936
closed,393,436
closed,236,1116
open,-531,37
closed,-1309,2
open,-574,16
open,456,569
open,-123,185
open,5,93049
closed,25,13256
closed,-1295,1
open,373,1028
open,-740,20
closed,-884,1
open,-757,3
open,-149,99
open,233,1490
closed,502,151
closed,-376,5
open,-783,5
closed,-165,62
closed,-616,1
open,-683,8
open,-232,56
closed,545,112
open,-389,36
open,-21,1667
closed,134,1877
open,150,2544
open,-315,39
closed,-402,15
closed,-559,5
closed,-502,20
closed,77,3298
closed,528,205
closed,-51,614
open,-372,18
open,207,1685
closed,-148,108
closed,-599,1
closed,628,37
open,264,1650
closed,357,599
open,378,1117
open,-87,389
closed,63,4268
closed,-331,13
closed,6,37973
open,435,713
closed,-979,3
closed,146,2103
open,-778,1
closed,-160,74
open,-187,60
closed,89,2696
closed,-571,4
open,-370,31
open,-664,10
open,-213,23
closed,32,10801
closed,-965,1
closed,229,1115
closed,132,2037
closed,-597,6
open,-59,655
open,209,1671
closed,115,2102
open,-410,19
closed,-186,37
open,-1215,1
closed,-637,1
open,-764,1
open,-847,2
open,69,6051
open,226,1653
open,520,294
closed,215,1142
open,-396,17
open,480,595
closed,255,870
closed,-286,9
open,29,18736
closed,-129,234
closed,-580,1
open,-296,72
closed,-72,678
closed,198,1473
open,537,291
open,86,3491
closed,-820,1
closed,298,934
open,-28,1251
closed,241,1101
open,43,9202
open,-987,4
open,-536,5
open,-619,4
closed,438,373
open,-11,2630
closed,-255,26
open,354,1115
open,-68,421
open,-579,8
open,-1030,1
closed,571,125
open,615,183
open,-415,17
open,124,3003
closed,-191,38
closed,317,980
closed,-174,58
open,-441,37
closed,260,889
open,632,59
open,475,512
closed,-585,4
open,-752,2
open,81,3994
open,532,352
open,-581,7
closed,-825,1
open,-30,1243
closed,-611,1
open,38,9813
closed,443,336
open,449,676
open,-173,107
closed,-711,3
open,-467,22
closed,-357,14
open,-73,510
closed,426,386
closed,-457,3
closed,-440,8
open,-707,33
closed,526,213
open,366,1273
closed,369,509
closed,-243,33
closed,-400,27
closed,-383,2
open,-116,271
open,-156,113
closed,469,326
open,-593,16
closed,412,521
open,323,1207
open,283,3059
closed,-877,2
open,-733,59
closed,395,557
closed,552,96
open,634,56
closed,-15,1461
closed,-466,4
open,-182,52
open,-365,27
closed,-509,8
open,100,3254
open,551,210
closed,184,1184
closed,27,14490
open,-676,15
closed,578,83
open,608,89
open,157,6661
closed,-1,14834
open,-422,34
open,-512,15
closed,488,222
closed,-205,21
closed,-362,11
open,-1120,1
open,304,1715
closed,-305,23
closed,431,2832
open,-118,266
closed,274,914
closed,414,407
open,321,1319
open,-1146,3
open,278,1850
closed,457,363
open,-301,17
closed,597,45
open,589,121
closed,500,210
open,-795,2
open,-638,10
open,195,1998
open,-821,1
closed,-46,775
open,-1132,2
open,-681,4
open,-270,55
open,-427,21
open,-878,4
closed,623,81
open,-510,6
closed,172,1644
closed,-146,107
open,-961,2
open,-804,4
open,169,2524
closed,566,151
closed,272,1098
closed,-540,1
open,-313,30
closed,-737,6
open,-747,5
open,-453,16
open,126,3109
closed,-269,15
closed,355,950
open,-42,1263
closed,-523,2
open,-479,8
open,437,725
closed,338,578
closed,-312,12
open,494,742
open,-85,357
open,-379,16
open,454,704
open,-168,79
closed,-706,4
closed,-806,1
open,-873,14
open,107,2995
closed,-699,3
closed,-248,18
closed,120,1916
closed,-231,37
closed,-34,871
open,575,310
closed,160,1687
closed,-134,170
closed,300,871
closed,-274,21
open,-341,14
open,-47,733
open,-498,45
open,-949,1
open,492,493
closed,-217,25
open,-1032,1
open,138,2863
open,-484,21
open,549,324
closed,-317,19
open,-541,11
open,-835,2
open,-624,13
open,606,84
open,-16,1886
closed,-808,3
closed,386,434
open,506,512
open,-524,20
closed,-300,12
open,-567,23
closed,312,899
open,-607,8
open,-690,13
closed,509,222
closed,-32,1044
closed,-326,12
open,-142,142
closed,-426,12
open,-650,13
open,-125,175
open,-322,98
open,-790,7
open,-339,25
open,240,1328
closed,84,2767
open,257,1715
closed,635,47
closed,-58,713
open,-225,46
closed,-649,1
closed,-452,5

